width,length,x,Vmax
544,398,75.72049,7328908.02777
721,542,102.12515,17824112.41414
292,770,64.78432,6739262.53426
831,746,130.84513,36076913.92762
438, 31,7.60780,50769.87794
303,808,67.33323,7631859.25924
504,777,99.70951,17540915.03842
553, 13,3.23053,11545.22074
536, 85,20.33986,446515.52599
428,193,41.62424,1574936.50800
965, 43,10.62749,218094.73897
157,807,37.15330,2251077.89059
464,847,96.05977,17103365.26887
280,382,53.23572,2545310.19770
 90,905,21.91245,871345.20762
 25,475,6.16542,36139.40846
544,502,86.95597,10558322.01872
890,197,46.22018,3854418.61790
989,844,151.32280,56225647.01684
861,675,125.21478,32459447.49907
620,523,94.22639,13603739.32445
102,653,24.42548,784300.73374
913,736,135.06190,40451136.44671
164,192,29.39222,411971.63533
552,609,96.40069,14411707.45677
727,382,79.85451,10069946.60851
689,107,25.62982,911085.69537
891,360,79.10805,11697232.16720
956, 56,13.78886,363858.75544
662,609,105.64065,18937064.26211
879,843,143.40587,47233327.23708
  9,521,2.24005,5229.66171
830,671,122.99531,30528600.03209
646,156,36.35889,1735926.69652
274,763,61.25577,5943439.73380
552,416,78.31243,8030977.46580
667,214,48.52148,3234465.55108
461,965,98.33474,19971117.59632
175,997,41.65981,3489699.15879
365,154,33.60284,868527.75001
692,  3,0.74908,776.81340
587,183,41.62855,2091617.24074
790,485,97.49083,16823625.11320
294,237,43.49138,1350675.03745
  9,813,2.24364,8186.12588
 29,633,7.16493,65028.74395
313,207,40.71140,1183920.74715
 85,464,20.18654,381629.86279
107,215,22.63356,237156.69401
181,654,41.68392,2322296.64967
378,700,78.52253,9420236.12297
378,497,70.92081,5948385.61158
106,998,25.75854,1328294.57869
828, 23,5.70942,53993.73982
544,584,93.82273,13251779.43871
543,352,69.65113,5980635.85507
 98,443,22.99361,474812.03099
594,710,107.38424,20167555.13890
272,408,53.36276,2657091.00254
796,521,102.79264,19142610.12169
177,800,41.52909,2797018.24064
991,826,149.55509,54520263.59971
851,964,150.37305,54879854.37353
615,357,72.84970,7224031.10650
403,610,79.28509,8748547.52209
219,384,44.89176,1706677.77870
638,955,125.08594,34192512.47288
603,212,47.52863,2823210.87767
685,902,128.59154,35473723.69807
 63,817,15.43448,389862.73902
 41,966,10.13884,198696.53077
346,128,28.49892,584791.50037
198,735,45.71487,3135374.92774
799,480,97.06304,16783915.55623
814,158,37.39519,2300153.88913
522, 69,16.64173,290485.78806
200,508,44.12606,2069774.13414
906,670,126.98762,34446464.24568
352,798,76.21912,9819266.62420
394,704,81.14540,10185289.89792
350,920,77.61641,11561084.34249
249,659,55.27318,4197191.18895
187, 95,20.00723,161700.01922
 81,679,19.60958,524175.46482
661,637,108.11109,20233276.06721
481,672,92.20641,13334163.20322
198,683,45.39097,2882166.43252
558,896,111.71377,25138304.23349
265,275,44.97657,1456875.28926
573,483,87.04622,10726319.29462
671,774,119.50230,27618840.00840
272,750,60.72736,5746297.60484
733,289,63.74822,6234000.94101
183,500,40.80557,1730971.03696
758,831,131.99802,36972936.00563
984,360,80.27796,13184133.41918
971,655,128.02934,36516481.48625
304,295,49.89951,1989006.01599
  3,263,0.74755,294.18987
302,869,67.80804,8274160.22924
913,836,145.32679,49323097.55470
394,462,70.66109,5725538.98814
257,670,56.92383,4531962.76831
686,245,54.81286,4276842.09109
548,840,108.22713,22374220.32794
316,868,70.51403,8969362.80371
506, 66,15.92634,257861.14544
687,883,127.80958,34590394.15832
646,448,86.79205,11251585.47801
812,618,115.92090,25970089.16422
497,698,95.44322,14816064.99463
752,806,129.59949,34922409.98425
 66,724,16.10657,376463.78582
  3,630,0.74898,707.06349
761,490,97.15320,16279735.42320
694,785,122.55199,29701354.03701
743,581,107.88271,20774358.57509
824,460,94.79698,16262158.86008
431,469,74.79954,6722961.16805
389,460,70.01148,5577600.11653
179,707,41.55641,2486020.06978
599,980,120.55395,31879725.99843
766,299,66.05446,6987951.98344
 72, 21,4.80999,3414.54396
200,978,47.17971,4404145.88259
646, 28,6.92238,61943.59622
792,732,126.70497,32659960.77120
 43,123,9.64666,23716.70986
 29, 88,6.55359,7800.46363
646,893,123.38686,31832639.40789
407,259,51.53060,2442336.67795
538,987,111.51247,26833590.27000
431,974,93.27231,17954705.53586
270,234,41.67948,1171851.93930
519,996,108.69710,25525560.12567
400,374,64.39072,4282486.71990
  0,743,0.00000,-0.00000
664,158,36.86829,1833740.79419
843,888,144.10376,47952018.68958
206,921,48.29521,4356146.12488
861,525,105.73119,21532630.46375
779,802,131.70809,36573374.57786
 75,607,18.13454,400862.80264
932,295,66.99142,8608026.11877
824,865,140.62556,44554262.69601
235,304,43.82550,1397104.73511
 56,803,13.74725,303899.07344
515,301,61.31326,4291255.16970
470,114,26.56043,674083.62116
661,195,44.62304,2698141.85549
571,278,59.07361,4276325.38441
 30,823,7.43031,90907.83047
684,303,65.55923,6230102.18453
340,800,74.09763,9263629.29107
729,109,26.15432,1003346.50022
754, 19,4.71960,33596.92991
410,511,75.37760,7039633.99934
669, 53,12.97698,225693.67559
106,166,21.06805,166657.37107
535,349,68.92700,5779927.99018
822,957,146.97483,51459409.12869
617,785,114.34335,24700891.07274
814,533,105.14713,20484691.05946
514,  5,1.24679,1598.44702
889, 85,20.71747,764976.47591
319,720,69.01908,7268598.46081
349,778,75.34087,9373057.11612
995,630,125.52945,35387989.52088
436,952,93.76225,17810461.18894
446,222,46.95836,2117633.32611
101,861,24.46556,1034489.92375
235, 88,19.55914,187279.45770
974, 72,17.65488,608047.66484
699,838,126.52143,33005115.72127
 22,597,5.44826,35456.12251
752,320,69.72416,7711299.30248
938,512,106.08839,23086812.73986
503,599,90.79371,12181034.33021
521,624,94.26529,13647753.71318
139,467,31.77855,967240.62351
472, 81,19.30570,354659.91819
396,435,69.02140,5287194.38850
208,317,41.00689,1214010.02863
291,394,55.17893,2827242.73981
185, 78,17.02126,112948.15214
458,435,74.34248,6583885.11469
344,319,55.13206,2689841.63684
261,773,58.81658,5526280.74756
538,862,107.64269,22465488.26675
389,606,77.19801,8178981.79559
 45,789,11.08489,194062.08984
974,806,146.36429,51180247.66439
936, 58,14.26829,381490.92555
864,159,37.75108,2485450.56469
562,533,91.15391,12137606.02642
 40,465,9.77545,89044.89850
813,167,39.38353,2551404.13432
314,390,57.64969,3146703.60847
816,252,57.38480,5522146.66556
934,676,129.09444,36451286.93399
781,375,79.90932,10681211.09631
906,952,154.69096,59308137.40124
  7,286,1.73888,1730.37885
681,608,106.90101,19687798.65763
301,990,68.65995,9582647.04037
 58,282,13.67670,106733.68471
583,396,77.23421,7994042.68966
750,966,139.64077,45139026.35544
413,818,87.09655,13390705.23984
513,953,106.64509,23643034.83688
236,208,36.77958,803217.58775
191,870,44.83882,3545141.08628
109,205,22.72387,230417.92191
229,280,41.78235,1193664.36340
315,741,68.64649,7364599.70327
475,829,97.25328,17308287.57898
693,473,92.10946,13533306.73671
600,312,65.37422,5560245.89883
649,260,57.20997,4452319.98764
287,258,45.22390,1489347.55213
338,927,75.40727,10955969.94400
845,986,151.23198,56083311.53154
728,296,64.97938,6452420.53307
920,491,102.27553,20960305.23505
837,383,82.37789,12085941.59892
 62,365,14.78505,160831.15461
588,161,37.11568,1654580.12763
451,822,93.33393,15674379.25994
508,855,103.03077,20187795.42024
718,162,37.95541,2098058.57939
497,693,95.21017,14670049.76313
 79,116,15.39417,63242.26115
388,803,82.57499,11737612.84668
298,666,64.36089,5853590.81180
183,546,41.27671,1921497.88279
882,392,84.76582,13435523.82557
712,918,132.61702,38675580.39278
205,288,39.37196,1040201.37099
377, 93,21.63777,359062.96647
695,219,49.75790,3540322.01670
621,331,68.96780,6432112.10603
340,709,72.46934,7973551.14502
 33,806,8.16372,107482.42021
560,528,90.54895,11901929.12637
337,982,75.78860,11669877.14934
832,987,149.94117,54822606.34520
194,346,39.93645,1212962.40561
 85,678,20.54168,574576.23641
655,836,121.53304,29684395.67352
647,751,115.53678,24984961.91791
943,711,133.82384,40069402.74299
230,198,35.36848,716858.91473
326,368,57.51626,3069522.68945
525,935,108.03778,23994470.32917
662,718,114.71618,24243951.25920
526, 20,4.95141,25802.42200
352,462,65.99982,4791599.99997
660,294,63.54831,5652201.18826
538,159,36.37807,1459649.18966
651,384,78.03162,8803081.14296
454,802,93.23796,15353263.01089
152,102,19.96959,138880.23861
294,807,65.59845,7217327.74692
547,920,110.92003,25180360.22516
 55,709,13.47280,257797.00210
610,760,112.13177,23172376.26130
559,732,104.72338,19128791.24355
243,588,53.20477,3499845.01679
298, 59,13.94663,117181.53965
673,959,129.87291,37529337.49898
438,554,80.98799,8763552.14226
246,860,56.47090,5613332.79079
344, 18,4.43935,13569.94722
415,621,81.35646,9406426.51925
 87,212,19.06993,161995.82835
689,156,36.54022,1866174.03718
736, 62,15.15960,338916.08688
544,802,106.14646,20763310.48017
861,856,143.08142,46868261.41077
253,452,52.10421,2696312.55922
482,427,75.33499,6897402.81783
506,288,59.06576,3891643.82385
142, 68,14.49733,63901.50092
 89,158,18.29994,116412.88798
277,472,56.36397,3326509.15121
298,315,51.02418,2129148.36647
183,970,43.38645,3687430.97971
171,986,40.73396,3298825.02727
986,158,37.78937,2835641.29231
646,573,101.03822,16637125.80200
555, 56,13.62872,206729.58612
492,204,44.64157,2062369.71677
356,180,37.94783,1106561.66174
984,689,133.05935,40393968.18140
230,339,44.87448,1568709.39844
858,186,43.70409,3320376.71934
156,136,24.16216,228103.80084
356,154,33.46012,842291.47099
232,417,47.85039,2095504.14173
902,546,110.18150,24456571.92493
374,111,25.38468,494198.80749
630,724,112.02042,22736000.57480
667,416,83.24976,10395822.93749
279,385,53.25685,2558196.59696
619,157,36.44333,1674039.56209
860,989,152.96233,57892448.63135
809, 74,18.05733,528737.11107
571,593,96.94791,14591034.14396
319,243,45.56552,1576850.49937
590,625,101.12392,16576542.72764
985,908,157.35890,62576362.72940
579,264,56.82040,3975782.31215
118,498,27.54363,767499.23008
136,413,30.74139,805242.61393
363,181,38.27181,1145176.61857
904,190,44.73923,3663112.12563
149,173,26.61017,305283.98079
257,648,56.63822,4352781.64682
182,243,34.33830,678350.38275
626,672,107.96296,20191681.77209
874,180,42.44203,3185592.85356
365,416,64.66817,4368736.29853
511,546,87.93844,10907603.99243
246,749,55.62344,4780235.19804
971,843,150.04177,54652953.20173
117,814,28.12250,1294686.92282
764, 36,8.89137,120869.58468
710,810,125.84685,32201099.82071
175,767,40.96721,2611906.48709
602,132,30.99074,1171800.09122
867,582,113.93521,25787490.40478
289,565,60.77525,4512890.31958
963,535,110.38379,25745196.53025
165,687,38.47331,2066680.87672
 94,160,19.12118,129812.13567
506,782,100.17881,17809244.00252
889, 13,3.23795,18643.06532
470,999,100.55622,21573536.48930
164,145,25.60387,270864.38987
260,902,59.63880,6569009.53694
546,981,112.60294,27301068.07962
491,617,90.55917,12231983.97338
400,431,69.10541,5296863.29005
904,127,30.55564,1696964.26616
560,618,97.81022,15053626.49469
759,665,117.89345,26475322.23555
891,760,136.29003,41081932.37057
131,401,29.63938,726421.81505
606,338,69.67032,6458874.08926
491,769,97.59400,16565651.95072
875,233,53.85298,5177283.87138
121, 43,9.62588,23259.41450
154,871,36.64608,2359321.41709
124,421,28.38025,695068.70202
571,382,74.86179,7325419.19520
614,522,93.73973,13374773.55530
974, 28,6.94889,94085.00154
795,298,66.22608,7263899.22626
337,693,71.62807,7629069.73885
656,577,102.11911,17196809.64283
460,952,97.89800,19559249.12196
110,310,24.63086,390073.87205
253,341,47.89609,1846326.58414
863,573,112.55708,24977704.97379
129,686,30.58971,1296260.19453
499,369,69.93903,5754773.31408
315,350,55.18665,2706023.34690
452,216,46.07127,2053444.00143
918,418,89.98860,15807960.20350
744,316,68.87457,7442912.30480
283,930,64.54804,7956336.82625
843, 98,23.74607,954102.83598
335,127,28.17778,554670.59433
 96,142,18.75087,114623.43796
945,893,152.98280,57389229.53923
490,563,87.11952,10694403.19421
722,223,50.78023,3826081.74235
 11,939,2.74182,14119.31002
860,204,47.61388,3960807.72814
271,452,54.82954,3028432.82497
613,629,103.47412,17732862.82439
448,886,94.44743,17059427.72382
410,227,46.87456,1975327.14844
614,118,27.94492,968691.40712
666,432,85.46526,11046173.90174
346,587,70.32307,6445846.91927
830,463,95.43290,16598670.46562
912,404,87.41238,14767649.62262
842,377,81.41328,11842449.95783
718,830,127.99093,33944064.12562
425,227,47.27541,2069137.04593
 94,957,22.89426,1005764.39450
332,900,73.94915,10239236.06038
 45,848,11.09668,208993.48124
746,959,138.79512,44300485.12805
641,788,117.20778,26380988.76214
465,970,99.11946,20406300.02644
757,945,139.26080,44409645.01807
797, 52,12.78089,260672.04611
623,556,97.77508,15064619.81572
307, 22,5.39765,17914.17855
893,683,127.88084,34815894.92408
888,601,117.35107,28082299.75863
295,616,62.89485,5217041.76270
 80,833,19.49645,634803.01899
240, 69,15.83102,123148.14971
545,690,100.81007,16905829.37879
698,750,120.43336,28029872.92105
 15,802,3.73221,22345.81027
374,936,82.32793,13294015.74971
149,251,30.22648,509992.54698
 18,218,4.40287,8468.42035
920,746,136.57992,41773242.34044
114,792,27.39973,1195797.37602
 24,196,5.80454,13262.05707
351,908,77.65522,11438108.27834
390, 91,21.26658,358142.38694
360,663,74.68624,8079862.96529
723,802,126.57270,32640803.11657
610,186,42.41441,2253570.40529
906,202,47.36844,4121935.96735
304,775,67.10925,7301006.18246
924,996,159.66278,65328858.54646
497, 15,3.72112,13767.99536
977,124,29.95324,1760644.01478
263,530,55.66686,3534709.62972
687,627,109.15795,20908521.94929
164,801,38.68430,2425087.86853
 89,697,21.49380,646806.04869
172,290,34.90060,785404.95637
957,411,89.41149,16154404.99902
779,812,132.49771,37253435.00768
505,134,30.98107,988776.31893
218,285,40.81527,1131945.53314
122,808,29.26075,1392102.74018
321,200,40.03532,1156800.71188
341,880,75.41562,10457515.91572
647,483,91.23689,12736880.50884
756,234,53.27254,4409699.75055
612, 15,3.72661,17002.21670
164,329,34.67926,852168.39061
629,603,102.59798,17297091.86842
  1,969,0.24986,121.06250
985,361,80.48138,13266400.59324
734,768,125.07040,31339007.47213
131,584,30.70545,1116649.90521
201,421,42.87971,1656585.50986
547,591,94.62078,13600078.68305
653,827,120.80211,29092694.05537
 45,232,10.65065,53181.73389
773,712,123.43708,30206870.87416
212,540,46.79372,2473556.00318
824,581,111.94261,23990404.81233
825,393,83.87706,12417321.56137
985,926,159.02239,64480224.96607
775, 12,2.98820,13842.21064
424, 37,9.03913,69427.25820
736,305,66.74978,6897194.06249
376,120,27.22477,573837.72803
288, 11,2.72296,4273.21727
 71,150,15.17183,73807.74930
964,391,85.86767,14916557.36141
602,399,78.42017,8453671.73404
314,994,71.32226,10404807.02717
355,584,71.55526,6684681.13031
101, 79,14.66672,52205.18520
132,197,25.85540,301607.21334
811,241,55.10763,5050721.75031
398,425,68.47251,5149008.61427
323,315,53.15389,2403724.17434
728,667,115.91694,25028169.62288
 34,257,8.19976,34723.39195
300,945,68.10389,9021986.09050
454,590,84.81279,10138837.42693
966,201,47.36138,4385518.87837
807,180,42.20824,2915199.73407
169,959,40.22277,3129328.11868
937,762,139.34773,44335092.95470
185,918,43.68263,3542609.17416
386,377,63.56986,4111628.74774
 30,  5,1.19069,86.11388
189, 58,13.21634,67823.80673
376, 93,21.63302,357987.05390
730,743,122.73556,29587506.86544
864,314,70.08436,8818330.80978
568,761,107.30014,20719389.64807
 64,930,15.71511,459921.86736
 62,332,14.70782,145012.01186
338,142,31.00654,684480.02717
706,133,31.53489,1417816.59265
641,770,116.11813,25524891.97932
 79,768,19.21564,568738.15470
421,874,89.65402,15053040.97916
225,531,49.05992,2694562.33445
 92,857,22.34919,858727.00732
346,813,75.38769,9746312.78629
971,301,68.51443,9369156.36295
538,681,99.50751,16258101.07253
 87,  0,0.00000,-0.00000
 97,704,23.35642,772002.19289
 95, 84,14.83153,52655.03705
145,302,30.89829,617525.37700
894,540,109.03452,23726249.86938
585, 72,17.41159,356133.60796
728,357,75.74899,8974159.31349
330,271,49.36424,1966745.18448
497,118,27.53928,765766.40050
630,997,125.60264,35483135.43696
156,987,37.33579,2770249.49332
933,480,100.81416,20525073.73641
841,829,139.15580,43119647.60140
744,217,49.71583,3767506.84913
372,918,81.70700,12860361.13238
978,769,142.49067,47796210.15259
957,252,58.30337,6633966.34852
700, 24,5.94758,49539.76685
  8,529,1.99224,4200.06093
280,218,40.54580,1104152.58319
 63,543,15.26625,254008.08923
255,636,56.10262,4196203.71242
930,101,24.52678,1122395.27622
743,778,126.64927,32542158.97410
743,341,73.30333,8498413.74328
841,206,47.95709,3933602.78294
455,167,37.22331,1311060.87233
246,274,43.14498,1293451.03509
716, 48,11.79198,199355.89462
698,247,55.32804,4430712.18085
 56,484,13.57122,178920.17490
629,509,93.26445,13307358.05862
195,170,30.20295,445515.23612
905, 46,11.35005,233328.64652
490,687,94.04475,14165614.46772
723,184,42.69830,2684436.27524
 82,665,19.82857,525036.84189
549,323,65.68063,5256799.26470
813, 90,21.84241,778266.27812
918,768,138.84155,43590442.76578
 96,719,23.14474,773978.38436
851,178,41.92721,3028124.21531
539,821,106.24565,21109245.33845
 62,613,15.08794,279849.07023
296,568,61.99171,4734816.06501
468,933,98.83272,19646595.14856
808,995,147.84481,52967468.05937
846,947,148.70710,52992302.36493
818,173,40.71901,2746133.73736
788, 81,19.70252,613492.68232
408,625,80.56215,9225948.26663
274,910,62.56636,7310319.64346
570,811,109.94096,22753505.00957
151,766,35.70426,1973858.73880
418,144,32.36846,906340.17788
936,884,151.48098,55717610.15323
549,407,77.07224,7695000.17584
896,664,125.75635,33431423.50430
  8,483,1.99149,3832.06678
 12,  2,0.47033,5.51020
330, 58,13.80604,126862.87212
500,923,103.78856,21713191.45404
868,431,91.21389,15544142.88641
436,744,88.75094,12996572.18894
481, 49,11.92181,137105.57913
770,764,127.83030,33422380.10578
243, 42,10.00632,49060.01995
809,940,144.52855,48916141.44580
738,226,51.51171,4022407.68339
229, 31,7.46942,25680.39286
560, 49,11.97007,160800.95332
952,178,42.22332,3426951.55251
310,602,65.09569,5522409.58204
826,307,68.30856,8023457.91671
922,234,54.31397,5538619.87608
140,571,32.58953,1233383.29380
676,735,117.27525,25908821.34710
915, 10,2.49305,11375.08584
126,817,30.19074,1498915.51989
484,295,59.41752,3822285.72078
857, 52,12.79669,280946.70525
571,360,71.81968,6640736.44148
321,521,64.46028,4854529.42390
947,456,97.11445,19136763.53096
345,191,39.44124,1176786.04765
779,897,138.63193,43106769.43463
654,174,40.21950,2158296.64433
124,185,24.28586,249914.86886
965, 82,20.04577,777003.89735
574,202,45.28095,2439439.78821
 71,783,17.32912,471283.72904
477,210,45.48713,2089997.13311
772, 17,4.22625,27582.29206
637,805,117.74437,26924037.98236
665,315,67.30441,6439543.99181
681,246,54.95214,4271082.72065
537,750,102.93040,18546598.46277
753,509,99.42623,17088137.21944
359,292,53.39456,2494177.31386
988,329,74.26705,11251084.44956
815,230,52.86861,4659573.08102
252,422,51.04056,2448001.22306
413,707,84.13918,11092643.88436
747,107,25.72264,993957.47637
460,143,32.53965,1001326.29465
999,711,136.56053,43405368.54633
682,371,76.93475,8822357.01495
445,292,57.56680,3358578.51680
697,140,33.06406,1540907.26238
939,853,148.81823,53007554.33135
216,755,49.58337,3799233.39122
 30, 36,5.42987,2612.80519
178,409,38.63406,1290994.81897
520,539,88.20725,10988781.60999
230,958,53.63117,5600035.35692
152,123,22.53697,187785.39387
709,866,129.30800,35372983.83274
933,706,132.70830,39032983.23061
592,682,105.37476,18932100.58594
434,855,91.41986,15433497.48594
 29,896,7.19030,92673.95508
487,549,85.87062,10212947.38581
481,808,97.50451,17093505.02999
507,157,35.74079,1331160.26090
270,284,46.12218,1572104.32383
 66,109,13.31672,43179.30648
235,914,54.48501,5527935.36509
460,813,94.48183,15980328.46048
513,959,106.80095,23834850.76981
 54, 26,5.53564,3547.63026
 74,962,18.13036,633415.56274
442, 73,17.43338,270658.62105
906,322,72.08662,9765803.96490
  8,526,1.99219,4176.06128
130, 70,14.55026,60045.08560
  7,339,1.74064,2054.99337
249,369,48.66515,2005201.85288
658,324,68.68876,6673790.19262
559,165,37.75575,1633565.22217
306,204,40.02194,1120960.26667
584,581,97.08223,14640217.90616
874,868,145.16400,48945086.91902
801,106,25.56457,1051881.30495
578,606,98.58380,15349164.84994
171,945,40.63916,3149313.83037
881, 67,16.41925,475739.05148
973,436,94.14081,18299953.52833
361,209,42.67783,1454539.93360
452,574,83.70533,9685626.76343
415,104,24.16535,493268.51941
935,355,78.74800,12092554.69346
180,900,42.52264,3290563.35231
  9,512,2.23987,5138.53847
884,100,24.25252,1043435.07390
861,319,71.01018,9035673.15931
198,435,42.62890,1680887.58297
197,698,45.28266,2927619.77745
254,539,54.32567,3398103.31169
152,843,36.13090,2220506.72014
 79,889,19.29149,663074.00897
869,863,144.33065,48106989.60427
452,910,95.65177,17921470.86395
804,798,133.49710,38067124.51263
552,192,43.10485,2124038.70831
476,583,86.90866,10746074.93921
121,403,27.63783,631633.66089
 10,182,2.46427,2212.94114
529,956,109.25164,25017567.19247
819,403,85.44913,12853731.65531
147,310,31.40187,653567.13846
444,685,87.85854,12004280.03194
804,996,147.46140,52629330.21574
961,685,131.49874,38734114.00232
787,281,62.86917,6454688.59992
658,166,38.55005,1990799.48552
124,122,20.49733,137821.50092
886,442,93.45004,16665911.31452
360,468,67.26086,5057485.91600
467,177,39.27292,1501989.99859
835,677,123.95271,31226055.42160
320,153,32.63030,729309.46253
627,623,104.16494,18084074.07726
344,688,72.69563,7834178.19347
 66,375,15.70921,186650.45363
379,554,73.74972,6940225.31249
779,763,128.47915,33940962.66402
 36,789,8.89489,124919.01481
899,683,128.19692,35143871.12652
356,183,38.44215,1138601.04506
905, 54,13.29249,320106.62498
322,652,68.22274,6526424.14313
 31,187,7.40145,20643.33718
535,834,106.19309,21296090.65976
314,476,61.80392,4146592.14209
642,698,111.37440,22191308.64874
656,698,112.67049,22934626.98392
157,534,35.93986,1413723.41911
661,400,80.72548,9619808.74847
998,301,68.71939,9672559.46467
564,140,32.55635,1216315.74849
817,946,145.74140,50129218.69122
816,773,132.27120,37087893.15878
528,334,66.56844,5279771.85575
 51,266,12.07935,78411.10605
329,968,74.07965,10983090.84375
531,528,88.24879,10996545.68867
966,486,102.56892,21918710.47039
 34, 18,3.75368,1043.43946
201,253,37.09569,841125.27126
554,341,68.49519,5827158.02089
147,391,32.65450,868806.39376
  6,650,1.49640,2911.51563
416, 15,3.71539,11490.03050
109,943,26.41651,1320772.42824
628,188,42.95507,2377214.23976
517,308,62.42265,4483505.36508
133,832,31.81375,1695797.62487
579,741,107.54212,20582382.40695
395,879,85.24392,13559715.86708
293,253,45.13488,1489015.06461
844, 96,23.27825,917824.09858
353, 58,13.85470,136513.78742
331,989,74.67241,11389611.91111
320,344,55.22477,2702733.72803
530, 16,3.96921,16704.98070
452,527,80.86810,8573867.13078
753,250,56.45434,4953922.75582
972,151,36.16870,2559651.63773
841,800,136.62192,40859388.45995
575, 93,22.23290,572476.11977
978,217,50.90377,5137756.44244
980,262,60.53376,7327701.51394
354,838,77.22750,10533675.54297
241,350,46.79788,1768729.25013
207,385,43.04395,1555698.30308
649,333,69.98074,6876590.41121
578,249,54.14012,3578599.77343
839, 99,23.97629,968184.88548
910,566,113.35627,26279482.32602
722,897,132.57244,38269188.66671
362,502,69.21792,5626026.72582
620,973,123.30785,33443615.91543
658,562,100.72662,16580251.85306
263,329,48.42173,1867835.66749
906,338,75.16626,10659643.90755
758,766,126.99465,32772096.04198
631,720,111.85271,22609693.44230
637,450,86.64743,11117696.71022
205,607,46.19550,2677010.97228
282,786,63.05208,6486483.75707
 95,712,22.90426,750594.24162
905,847,145.76010,49671490.86955
114,771,27.36767,1161735.19229
 96,431,22.51320,442935.14060
474,980,100.85729,21373250.51903
474,509,81.76088,8769956.18255
 37,330,8.97580,53352.35933
417,834,88.12236,13954885.67330
712,263,58.56921,5081900.99671
686,375,77.67410,9053586.14212
646,769,116.58757,25789383.00146
831, 59,14.47874,348870.71975
 57,670,13.93380,260657.61702
198,588,44.63435,2420418.25753
759,570,107.43960,20760404.97443
591,320,66.43200,5695463.71577
995,338,76.11113,11916669.68451
939,678,129.58297,36897151.58576
874,497,101.95314,20023623.32039
805,735,127.93612,33660294.28279
528,792,103.58683,19435758.06216
826,165,38.98207,2537964.48147
865,293,66.00154,7788858.00409
368,605,74.16258,7439987.97938
144, 87,17.56495,99191.08138
246,  4,0.99558,488.00815
123,503,28.63842,838943.45676
993,621,124.17847,34457795.43093
983,  7,1.74680,5999.45664
430,911,91.93972,16453469.71838
190,889,44.68815,3595657.49601
735,677,117.36913,25967524.19542
951,923,156.11430,60906948.53169
870,747,133.58541,38640251.92666
398,724,82.32737,10745414.85761
613,161,37.25792,1735114.38402
305,828,67.94887,7952467.77600
315,595,65.73615,5592185.63098
240,870,55.28869,5434129.90385
 87,116,16.40575,73954.82472
740, 63,15.40029,351678.09620
 59,582,14.35692,240577.66179
780,128,30.57820,1469285.38621
777,204,47.21038,3531171.86556
924,218,50.90305,4862967.69252
309,107,24.03557,369576.69913
121,848,29.09302,1443343.77931
538,499,86.23337,10292708.71972
706, 65,15.85849,355899.01163
659,700,113.09538,23192358.41169
101,570,24.03117,663985.03331
147,238,29.49842,464684.00054
140,567,32.57068,1223630.13445
591,959,118.67165,30287227.45050
728,174,40.58755,2436935.62426
814,148,35.16357,2031160.25421
857, 87,21.16963,770222.08936
198,  0,0.00000,-0.00000
643,840,120.35426,29016191.26541
923,355,78.59908,11905953.86510
299,532,61.51553,4427016.22753
 84,369,19.66743,289593.85248
272,335,49.77224,2021031.87452
101,559,24.00518,649992.02929
562,823,109.42403,22685342.38440
260,489,54.20482,3127283.65318
 98,972,23.85096,1108841.11851
293,366,53.91476,2577424.84676
607,301,63.71929,5303570.66930
961,397,86.92846,15268595.53935
951,834,147.79437,52153795.86321
375,367,61.82234,3781589.34548
185,639,42.41642,2354507.92823
210,  3,0.74693,234.56548
 74,348,17.41071,213627.53223
847, 79,19.26772,630327.32686
695,684,114.90559,24277662.26078
274,817,61.79770,6444958.85492
717,218,49.72700,3640394.72879
547,229,50.03293,2883151.04240
596, 57,13.89272,230621.07414
720,376,78.70929,9678869.24246
475,970,100.81588,21176120.87670
895,532,107.88570,23172932.33035
183,913,43.22533,3449502.07334
733,388,80.97311,10452726.91014
443,209,44.69099,1890388.09150
550,674,100.44152,16590242.73127
 36,183,8.51293,26809.06020
772,272,60.96302,5947501.84344
941, 58,14.26956,383592.89196
704,861,128.46244,34693460.22915
173,440,38.17667,1341728.04283
111,130,19.89631,127802.57815
780,885,137.92466,42357177.48215
782,254,57.50821,5330997.59568
831,210,48.76117,4022789.25271
280,591,59.82391,4521631.68070
903,210,49.08968,4417853.19519
905,173,40.98338,3070613.45444
238,745,53.99002,4471740.12820
174,507,39.13081,1606191.32103
973,897,155.44763,60323431.12428
239,100,21.85019,240249.27157
790,194,45.15405,3276033.90818
626,299,63.78108,5450163.87022
 34,584,8.37252,81949.90463
695,791,123.06041,30098720.47564
553,968,113.30867,27417802.49713
 74, 30,6.58760,6741.51990
125, 87,16.83413,81997.03743
190,416,40.88046,1478962.26538
 90,312,20.64241,272230.83816
754,262,58.82781,5403495.24242
891,410,88.09243,14723293.23019
153,144,24.71540,242073.90743
260,480,53.97097,3053376.69218
237,775,54.02715,4646323.02205
370,480,69.07555,5474740.99712
 88,217,19.32587,170090.38912
780,921,140.29638,44870151.14936
797,968,145.02673,49843171.28722
802,718,126.08763,32293811.75399
898,312,70.05561,9126324.90194
786,915,140.53226,44983886.79514
594,872,115.74561,26874979.71593
966,891,154.37175,59076813.57341
 46,718,11.30976,183877.80357
142,685,33.46754,1552726.30995
